Company ID,DSRI,GMI,AQI,SGI,DEPI,SGAI,TATA,LVGI,label
1,1.6247415925598225,1.1289269304169878,7.185053445978735,0.36621145043895853,1.381519087756435,1.6241448667901872,-0.16680869799877854,1.1610816501074823,1
2,1.0,1.6064917995313954,1.0049879177982592,13.0814332247557,0.4,5.198207171314739,0.060475161987041046,0.986732489972231,1
3,1.0,1.0156066454103037,1.2413894849369524,1.4750182793078237,1.1693525463013579,0.6476709298337661,0.03673163418290855,1.2643049548136422,1
4,1.4862385321100915,1.0,0.46553479199924874,0.6728395061728396,2.0,0.09288990825688073,0.2734341252699784,0.6809750077136686,1
5,1.0,1.369037817573571,0.637111991680708,0.8613464110566205,1.4546756579339974,1.7414596273291925,0.12304769945124525,0.9390472191870093,1
6,0.9055320184962963,1.3609148564444982,0.7839949124562616,1.7933237145176888,1.2782440730274396,0.5052600379904658,0.05464238392928601,1.5431370677039151,1
7,1.447483586043625,0.998407374927674,0.9665526416633617,0.9118088942307693,1.0588609834487206,0.8984209268686854,-0.03655161248310947,0.4890731895403363,1
8,7.659976157435435,0.5801840629914732,1.0357909578261923,1.4854400698004144,0.6788332103127418,0.653651140628013,0.003651969314386843,1.101591313661198,1
9,1.3462790456072309,2.473562702077708,0.7025301200077904,0.9656244775121217,0.9852728751534694,0.5945106896556147,-0.013484949309116532,1.0284587711728992,1
10,1.0,1.0,1.1666381666848025,2.5925925925925926,0.8503401360544217,0.5571428571428572,0.001028453890983887,0.1630256485200781,1
11,1.0,0.8631555347086397,1.0097669079624567,1.3950138504155125,1.0018718801996673,0.9878822725135243,-0.004573519323119141,1.0063938461447228,1
12,1.448388591011199,0.795671110105347,4.001688367374096,1.0673772363913208,1.0855467656634403,3.734491401172928,0.09045790804382432,0.22209012969842726,1
13,1.274048276867986,1.0,1.0771001593484753,0.9078743484997888,1.2404357547214688,3.7363726250779603,0.35845691758963766,0.37934790088146614,1
14,1.0,1.40058275385263,4.575692217228538,1.1958992805755395,1.14327383629394,0.8868690514602804,0.011258955987717503,0.3339769802545935,1
15,1.252242124232216,1.0064798639351507,1.1749240057473727,1.2503039862146594,0.953411259045834,1.111494402701479,-0.013453902920694313,1.1180807981221175,1
16,8.347614761476146,0.4952399146687051,0.5730163152843563,0.6721113127646702,0.9418604651162791,1.4878487848784876,0.060810810810810814,13.058558558558559,1
17,1.5259694818384189,0.9614496503200038,-0.43126546307125535,1.3316460822028753,1.0936752994624865,0.8569667915820729,0.08776857182979918,1.1076812076756997,1
18,1.7782405521611224,0.7422457915836959,-2.1300996427899976,1.9373081981587024,1.0,1.8066304593799503,0.14638447971781304,1.0795396090534979,1
19,0.6153281746502085,0.8593235165476019,0.8993777977281513,1.7160664819944598,0.9426060443009596,1.5660815173527036,0.13283208020050125,0.13858875216544925,1
20,1.0,-1.416666666666667,16.42665018900849,0.4166666666666667,0.06882266470666845,2.4,-0.004070950857807503,1.0,1
21,1.0,1.0,-1.5405442092922816,2.666666666666667,0.16576086956521743,1.0,0.035244030357253035,0.010580169062750663,1
22,1.0,0.8720096816594438,0.6525097355947193,13.064653117057642,1.1037164734071376,0.09695635562325972,0.04102794761363499,1.1766547204647813,1
23,15.343512090887225,0.0785096473719229,0.9441842827259636,0.06453759148369925,0.22929345844311255,49.30178069353327,-0.5605362021857924,1.1667851607093285,1
24,13.999999999999998,1.0,1.0,0.07692307692307693,1.0,1.0,-0.004716981132075472,1.0833333333333335,1
25,2.04,1.0,0.29153082394783747,0.21929824561403508,1.0,1.0,0.7178423236514523,1.0,1
26,0.14634146341463417,46.46666666666666,1.0,2.2777777777777777,1.0,0.21951219512195125,0.013937282229965157,0.0,1
27,2.235486063989112,1.0,0.4727173148128794,1.1690207795735434,1.0363636363636364,0.9042977469814527,0.5103363451440465,0.5360653488458615,1
28,2.165712073281565,0.9863940438742291,0.9067293159556394,1.1976091704556382,1.046819037212112,1.3636940475021306,0.017250498945308723,1.2031726830963994,1
29,1.0,1.5018097558204901,1.521190008540628,1.26302613049601,0.9947910437348005,0.7456599028700119,0.0812585917213991,1.3769396347252567,1
30,36.29118483412322,-0.5153276955602536,1.0144075045075664,0.027685492801771874,1.1428571428571432,11.794285714285715,-0.02001062511067823,1.0275928813849189,1
31,1.0,1.0585964184177032,1.1811049376003653,1.564386271794757,0.8036668779645472,1.157510911495516,0.053422901738780934,0.8381874334331268,1
32,1.3226623119037066,1.0,0.9393215884868683,1.2151822490243744,1.0477818286944094,1.2060635725308522,0.04186805486586993,0.8483334748816022,1
33,1.0099338259719541,1.0955838448837936,5.702904352799733,0.902743059663424,1.237174369779623,0.6245878516071124,0.007919806912687165,2.5562362360234774,1
34,1.0,1.0,0.40838588812091875,1.0,1.0,1.0,0.38713328110037415,0.3582689548072575,1
35,1.0,1.0,1.0862810150305697,4.527020447906524,0.5315410781082769,2.2400979363115505,0.08784162043869918,8.563866323781014,1
36,0.6644488067321416,1.4620869572416575,52.886733554342484,0.8052778233076545,0.6502497084533139,1.3600674644326027,-0.2629532835446099,3.5541471001999176,1
37,1.4274511789116966,1.00514725378884,0.4657116278520404,1.5698876703476325,0.9063739938226301,0.8494878571086691,0.1975966207778994,0.8420036552062129,1
38,3.753596530699781,3.1014341077238723,1.163565965033761,0.8479576399394857,1.002885120271087,0.2760073642454495,-0.5922579320258754,1.0705850322362074,1
39,1.0,0.9101333339735415,0.9772507942783899,1.578684985952169,1.062822479050607,0.9798503271803886,0.15685082047670867,0.7448946264163554,1
40,0.9258467331724982,1.5799552277160536,6.504205904775295,1.058279615525001,0.9730341508032392,1.0965105535170308,-0.057560258837491864,0.9223563928166926,0
41,0.8301289521462857,0.979229491995549,2.850216204620449,1.0813297082606927,1.1306577827796314,0.9706042574568059,-0.04422913766098155,1.0197261841705283,0
42,0.9857420982773384,0.9543138563176871,1.2217731413760031,1.0813988040499303,0.9759863474439742,1.0785693915425396,-0.05892061141074913,0.8018019669934652,0
43,1.0285210342001936,1.0400637264553496,-0.6889732565667165,1.0768791029614984,1.0309989901829366,1.0980400111183033,-0.0897046696128648,0.7957064532847458,0
44,1.1691504011175817,1.0103038466719325,1.9505291780783263,1.0175655962364965,0.9638287207589203,1.0780090895898566,-0.06658247810086178,1.0379695535063649,0
45,1.0335018474295414,0.8499161009722023,0.8172921503235969,1.0931695380666666,0.927742443953884,1.0,-0.19969612608362194,1.134490104696433,0
46,0.8827075793828383,1.0236668523667107,1.0029127329530312,1.1022767428392437,0.9323668165090493,0.9673082225884154,-0.02073661748480879,1.1348219118299179,0
47,0.9695914713415508,1.0000982009600763,0.8472820513855761,1.3355508275442267,0.9076400189323844,0.9517537601479413,0.0955835252608383,0.8547819388196686,0
48,0.9113794615656948,1.177776942011619,0.9643048587870339,1.2091158145217566,0.9181661674928155,0.9508864950372407,-0.00958430869601974,0.9725858810432847,0
49,0.8686364357393941,0.9328231739109488,1.2476499113011688,1.0957153486265847,0.9020705189463792,1.004675322708793,0.05493853600986507,1.0234016050015775,0
50,0.7571674094198958,0.7356251485166985,1.0742279200935976,1.151383875722755,0.9779801060819148,0.6201715978362918,-0.10360221111770178,0.9452832773219609,0
51,1.174462535521896,0.9055709735214642,0.7829932110445913,1.0507319525413041,1.047253609693015,0.9887660397677188,-0.03486394394463624,1.2037485384553877,0
52,0.9446906036483655,0.9999784750821755,1.1092059030798043,1.1007168545717947,0.996217788617331,0.7944722710173993,-0.084633524583433,0.8681409737782726,0
53,1.0757589889714283,0.9271678221437512,1.762716997211768,1.268848653763193,0.9591162632212594,0.9264318824076208,-0.05496457487548574,1.0497688783958994,0
54,0.966107283749373,0.9380276548671946,1.4579116448305915,0.995246576208808,1.0213907646355285,1.0200699130286437,-0.054914634493724156,1.0786782970639905,0
55,1.6516739449050672,0.9854594415504617,1.1052542656505246,1.1178741214629628,0.9709789705095052,0.8470719792363901,0.04662829473391558,0.9406574727715492,0
56,0.8822445260973897,0.9760316424042039,1.0554591196231167,1.0991859165958422,0.8770129729203635,1.1049443071390048,-0.053458356386023635,1.0440738830846603,0
57,0.9682325612863941,0.9998751479663253,1.0940056441028774,1.2060655514755882,1.008316242880956,0.7868205743379241,0.019657589596136137,1.1083090867654728,0
58,1.14158992928032,0.9509172787190175,0.8698626699171289,0.9932630235657118,1.365014939601717,1.27080942658518,0.0009705678691152364,0.9719808901014142,0
59,1.2013770812261568,0.9431092647109683,0.9600165884525882,0.8056313238094583,1.0810879325963223,0.7077549828762297,-0.01248879403104245,0.8904309404677959,0
60,0.8714509739270012,0.9835506830371994,0.9081492660624969,1.1665834075643402,1.044253815082534,0.9736479668213424,0.017260043690295872,0.7878601413454375,0
61,1.092946514278144,1.0092463771156568,1.0844625903985239,0.7680316151845609,0.9374640582677531,1.1919789626857813,-0.03784272941869723,0.8604189219739476,0
62,0.9943991262864686,1.4278819332934511,-0.04607981764670187,1.1995758155096188,1.2810971284601482,1.1290398777033157,-0.02112210279283469,0.8840140432502653,0
63,0.787224379700952,1.0240928870461166,0.7291488334812002,1.0831462346077405,1.4634416761227376,0.8556777387787238,-0.008336262526177274,1.1021574096194966,0
64,0.887601487913325,0.9902279060362014,0.7532076515738341,1.0831438647770435,0.9823164629240784,1.0331371697085563,0.010802671502019013,1.0027890004102178,0
65,1.3127912017736036,0.9734548344183396,0.5167551822027127,1.0513249846516424,1.061363939725119,1.0366944360385795,-0.08448257107540172,1.106377668505068,0
66,0.7399425813602812,1.0,2.08883637164712,1.184958427541255,0.862448809973395,0.7897005511443209,-0.1295844312617857,0.8239161667555415,0
67,0.8546101868354171,0.5298631998184149,1.2614786406035736,0.8812361559306024,0.9684156230507174,1.6117905821357763,-0.0066916945193930665,0.8924980118974153,0
68,1.155407278745852,0.958148836196441,1.8705791600033856,0.9295439833761692,0.8826071653252867,1.0767493471544152,-0.06732558158232846,1.0063078564015162,0
69,1.3519119545087448,-0.4128652893172495,-17.15012034948981,0.7730062438558152,1.023958904230681,3.2594630036729515,0.25823685024220977,0.9220869205009694,0
70,1.2492492723626603,1.0133513945732429,3.5743253459367055,1.0079225810403172,1.0511309282124568,1.0816995817912967,-0.03666375589031339,0.8553969755617503,0
71,1.0352599762763812,0.9271677176002565,1.6521516126384905,1.001969618760725,0.9637132496002567,1.411592480494796,-0.011600248936414453,0.9665310069162455,0
72,1.0145824597156672,1.0,1.2111782223849064,1.0142071914341182,0.9866131033757242,0.993138126464939,-0.23515223750885847,1.1155394157190315,0
73,1.088398425485468,1.0,0.30523176222028225,2.7149902530865226,0.9954744474696162,1.1335600679565832,0.08992572525405558,0.9748361865209748,0
74,1.0992588289899623,1.0064095836484275,0.911687767038704,0.9319009300099965,1.085318488654984,1.6362854785687135,-0.03246272391132886,1.181036370520819,0
75,0.9234252613502585,1.0095632478532204,1.0013399180558862,1.1908598140912956,1.0046070300728958,1.0534787047984782,-0.0743716569619145,1.2138980820633714,0
76,0.9060935361939774,0.9802547803002487,-1.270196634651681,1.0944342951709218,0.9111962278314328,1.1092509148117171,0.03436447206571121,1.2308156613423729,0
77,1.1798710188604207,1.0313629854652024,1.0531171185793573,0.9831866127936496,1.0718222352798636,0.9564952942570276,0.0030705298864841177,1.1702729913894026,0
78,0.7613082899275497,0.8811407836592917,1.5075614568075124,1.1663553588137912,1.0347877534069647,0.898974474288724,-0.1593086858886502,1.1216799175233834,0
79,1.1486458952798457,1.133017788396127,0.6848802222992018,1.6565538412610281,1.3598012013953304,0.6916576513283884,0.006505805885964138,1.2073650561790126,0
80,0.9647629754844912,0.9740697461786334,-3.0509144601949667,1.1628301813047959,0.6237071618038,1.0224434495238224,-0.02987462810284343,1.0316698906033699,0
81,1.1862650051535637,1.0040561717820213,1.601079991772717,1.1261686255768455,0.9889631984766205,1.4410294145058036,0.06501696311470968,1.0396122862084873,0
82,0.8496134821881411,1.3263637255181495,1.0058348898240301,0.9915595237394178,1.0322265410442648,1.1174825743745358,-0.023779837733326106,1.1351262168115324,0
83,1.0835800500966906,1.0004980816409288,1.4164579145011549,1.200319393257393,0.8650163352080648,1.0326914249965704,-0.13045621052416764,0.8444388704828218,0
84,0.7514765546814711,1.101877436128526,1.0177468026552443,1.297447375712499,1.0075284067752401,0.9375257420842846,0.004195902910116655,0.9202575682483272,0
85,0.8662451741445795,0.7186217223236565,1.7335311009488568,1.0733650390540799,1.0319652968084252,1.0423699532133637,0.21046186514508294,0.8656376364349578,0
86,1.173877400909284,1.0657680541264403,1.0602807484842107,0.7827879019040751,1.0510196253765105,0.9369280753551342,-0.04028841903639311,0.9635071648031593,0
87,1.2227072279119482,1.394185104069193,0.7297167634203104,1.0823929221528121,1.2040467228403176,2.024601777502161,0.0642108132428234,0.9189909065519496,0
88,1.171873744912197,0.9964985100982576,1.0247071442541054,0.8983446708366984,1.0322785679026312,1.0581014447825683,-0.04403246900315024,1.1894730180460162,0
89,0.27095515223395955,0.6848699117805301,1.0886701003613888,1.5814013277330274,0.9161451152414064,0.8904984344071922,-0.06812871907373672,0.9118712156252194,0
90,1.1875683574698623,1.0,0.9281754125356555,1.0794806047794276,0.944746255816194,1.1893112096263303,0.057375231120404865,1.5309170447465563,0
91,0.3306878169521224,0.7177313215892825,12.88537879188747,1.0659935135275806,1.0922172900289966,0.6403234508458666,0.11374253518002571,0.9936755386770232,0
92,1.3148329843000106,0.9314113345457086,0.8435285795229427,1.1686083911085698,0.8408264955281752,0.9483539620861318,0.061278895011808485,1.0191557744303075,0
93,0.7748951213070326,0.9184419408232417,4.830353287503214,1.024228898414258,0.9836036926330615,1.2140382548019668,-0.09822541456774098,1.1725956487757339,0
94,0.5314745085312906,1.0029740419969653,-3.752402246579276,0.9654501436976862,0.8689866786694944,1.0,0.008934360926382882,2.5429515416300745,0
95,0.9009504004742237,0.998606414403824,5.746791133428769,1.1520166606808413,1.0163125595608955,1.1058844368851255,-0.029716268280157134,0.9150052652354953,0
96,0.7380284211620505,1.077932464983159,0.5172809941135929,1.0964015921096377,0.7876848216388875,1.136617248203379,-0.1543270244066939,0.9969351397389442,0
97,1.224171291470527,0.9221245836040005,0.9810558563177184,1.2554672357421148,1.0192142943630451,0.8887397434298682,0.09291995601954389,0.606388511537617,0
98,0.9287113437318242,1.0713190811961415,1.0750507375254699,1.039021992558233,1.3722283025523132,1.0290694777241622,-0.07716360647804998,0.6085039876326547,0
